feature_set	probe	target	majority_f1	f1	auc	auprc
combined	logistic	species	0.0	0.0		
combined	mlp	species	0.0	0.0		
combined	logistic	phylum	0.0047619047619047615	0.30645294338175744	0.8442221052631579	0.31758473553549776
combined	mlp	phylum	0.0047619047619047615	0.31988409113426075	0.8484626315789475	0.3281113380742941
combined	logistic	domain	0.4444444444444444	0.7068447365464554		
combined	mlp	domain	0.4444444444444444	0.7647225660066006		
